PS1_mean,PS1_std,PS1_min,PS1_max,PS2_mean,PS2_std,PS2_min,PS2_max,PS3_mean,PS3_std,PS3_min,PS3_max,PS4_mean,PS4_std,PS4_min,PS4_max,PS5_mean,PS5_std,PS5_min,PS5_max,PS6_mean,PS6_std,PS6_min,PS6_max,FS1_mean,FS1_std,FS1_min,FS1_max,FS2_mean,FS2_std,FS2_min,FS2_max,TS1_mean,TS1_std,TS1_min,TS1_max,TS2_mean,TS2_std,TS2_min,TS2_max,TS3_mean,TS3_std,TS3_min,TS3_max,TS4_mean,TS4_std,TS4_min,TS4_max,VS1_mean,VS1_std,VS1_min,VS1_max,CE_mean,CE_std,CE_min,CE_max,CP_mean,CP_std,CP_min,CP_max,SE_mean,SE_std,SE_min,SE_max,cooler_condition,valve_condition,pump_leakage,accumulator_pressure,stable
159.32175666666623,14.451743765503393,144.06,191.16,108.4378516666666,46.678058721866364,0.0,160.94,1.8324839999999942,0.9124761453667217,0.0,10.617,0.0,0.0,0.0,0.0,9.068216833333352,0.02450180006325958,9.003,9.148,8.983758166666627,0.02402930678504164,8.922,9.08,6.65920833333333,3.0071833040189793,0.0,19.415,9.964414999999995,0.02077101747495556,9.913,10.029,44.106116666666644,0.42895099051043906,43.246,44.582,48.58626666666667,0.28474900435335376,48.129,48.984,45.36508333333331,0.147712305314226,45.121,45.668,41.10019999999997,0.156062547217671,40.875,41.336,0.5686999999999998,0.03566857801520994,0.52,0.657,18.11201666666667,0.2740909469047477,17.528,18.665,1.1453500000000005,0.01648504715373957,1.105,1.18,59.584349999999986,23.99346531081299,0.0,80.731,3,100,0,130,1
159.2351133333338,14.465964420260992,143.93,191.06,108.3167815,46.67567363443506,0.0,164.73,1.8256623333333328,0.9086818297727661,0.0,10.617,0.0,0.0,0.0,0.0,9.02303366666663,0.02454946664609347,8.955,9.087,8.940413000000051,0.024833811978219607,8.879,9.009,6.663306666666665,3.005156640956235,0.0,19.707,9.931453333333321,0.014950150519525994,9.891,9.978,44.63849999999999,0.4063194243157361,43.812,45.09,49.114216666666636,0.28019848241563106,48.68,49.508,45.92148333333333,0.1280727404101211,45.629,46.141,41.56785000000001,0.15730740982687574,41.297,41.82,0.5781499999999998,0.034495307959002776,0.533,0.662,18.06883333333333,0.28713660403809743,17.42,18.533,1.1645833333333335,0.017415453557081732,1.123,1.203,59.758183333333314,24.049584082870116,0.0,80.972,3,100,0,130,1
159.13514833333394,14.464266533278536,144.01,191.08,108.24107966666746,46.65072547687663,0.0,163.84,1.8158948333333333,0.9029524337543532,0.0,10.398,0.0,0.0,0.0,0.0,8.981116666666612,0.024803412206759072,8.914,9.048,8.901620500000035,0.02520140865605944,8.835,8.969,6.655926666666668,3.00796161929095,0.0,19.628,9.914133333333337,0.01776677571821232,9.875,9.971,45.1596,0.3898075231248702,44.398,45.605,49.60216666666667,0.26032692397182655,49.16,49.969,46.391066666666674,0.13471047002539632,46.117,46.641,42.03833333333331,0.13595870094106466,41.793,42.25,0.5842333333333335,0.03512465292266748,0.539,0.681,17.742283333333333,0.3542904626445704,17.167,18.416,1.1629666666666665,0.02427593260731301,1.124,1.208,59.73681666666666,24.034534085946646,0.0,81.327,3,100,0,130,1
159.08735166666705,14.476303591177592,143.98,191.0,108.21403683333382,46.628571720529806,0.0,166.67,1.8075149999999967,0.9039088327764746,0.0,10.617,0.0,0.0,0.0,0.0,8.948214499999999,0.023195592160277893,8.896,9.008,8.870686666666625,0.023342792675339175,8.817,8.936,6.665409999999999,3.011885786660324,0.0,20.121,9.891229999999991,0.019165575880504732,9.842,9.988,45.628733333333315,0.40014352792198576,44.82,46.082,50.06426666666666,0.2521735255843677,49.656,50.41,46.86816666666667,0.129018874807127,46.621,47.074,42.43971666666667,0.12550630906778795,42.195,42.648,0.5885666666666669,0.03840743513235853,0.537,0.671,17.678150000000002,0.21111213383140137,17.245,18.212,1.1799,0.014403036403033871,1.152,1.216,59.91648333333331,24.08732523477481,0.0,81.367,3,100,0,130,1
158.985823333334,14.530456664672869,143.61,190.94,108.12740333333399,46.58815406428451,0.0,166.99,1.8038094999999925,0.9072894500842177,0.0,11.055,0.0,0.0,0.0,0.0,8.915401333333387,0.0234452812258142,8.858,8.981,8.840755500000006,0.02349079300440912,8.785,8.904,6.669133333333329,3.0239001828900305,0.0,20.479,9.856931666666666,0.017346810954929605,9.806,9.92,46.059183333333344,0.36156174856115336,45.301,46.434,50.50908333333333,0.26411754520216163,50.062,50.836,47.318266666666666,0.12758112961080237,47.078,47.512,42.79893333333334,0.13151488498170627,42.605,43.043,0.5824666666666666,0.03346765028828897,0.536,0.671,17.77883333333333,0.27531000503079506,17.266,18.421,1.2018666666666666,0.017508803274078902,1.177,1.245,60.047316666666674,24.134804193825435,0.0,81.222,3,100,0,130,1
158.8642400000003,14.554577754484505,143.15,190.98,108.03851166666695,46.52856746114722,0.0,167.12,1.8023994999999984,0.9046690735227522,0.0,11.242,0.0,0.0,0.0,0.0,8.890655333333408,0.022184752243246657,8.842,8.951,8.816202000000006,0.02285489561798421,8.761,8.88,6.649888333333337,3.0222046551305954,0.0,20.479,9.83540166666667,0.016355003539901995,9.79,9.884,46.46225000000001,0.3614676123053939,45.715,46.867,50.91523333333334,0.23267540252001925,50.531,51.227,47.70863333333333,0.10215424805401069,47.484,47.832,43.15196666666667,0.11587002751719737,42.914,43.312,0.5823666666666666,0.03514857890256811,0.53,0.675,17.692366666666665,0.34795465156830785,17.171,18.398,1.207383333333333,0.02544125281177735,1.171,1.264,59.811099999999996,24.07218957720045,0.0,81.504,3,100,0,130,1
158.81964166666717,14.526439886091312,143.27,190.9,107.98140900000072,46.52713113174875,0.0,159.95,1.7936563333333275,0.9016438222252261,0.0,10.609,5e-07,3.8729833462074166e-05,0.0,0.003,8.889613166666704,0.02422295024404147,8.828,8.951,8.81341233333336,0.024613010406472065,8.744,8.877,6.649658333333331,2.9982746805505673,0.0,19.561,9.799334999999996,0.019999485177013342,9.735,9.857,46.839566666666656,0.3691969005997066,46.113,47.246,51.29886666666664,0.24252076386147814,50.898,51.594,48.06265,0.12125387640142818,47.801,48.238,43.44553333333334,0.09468493099850725,43.273,43.574,0.5848999999999999,0.031460332839512065,0.534,0.666,17.721516666666673,0.3728832457643428,17.042,18.415,1.2196166666666668,0.027887845397304444,1.17,1.278,59.86661666666667,24.077545941093753,0.0,81.33,3,100,0,130,1
158.79358000000028,14.51128815776186,143.36,190.89,107.9549878333333,46.51865414250025,0.0,162.94,1.7949478333333269,0.8996123286369587,0.0,10.406,0.0,0.0,0.0,0.0,8.861766499999906,0.02279789321565726,8.805,8.922,8.786334666666722,0.023640526163809746,8.725,8.845,6.639613333333328,3.0087115563317512,0.0,19.757,9.779605,0.016868507716678593,9.737,9.834,47.152183333333326,0.34624476948465277,46.422,47.531,51.653199999999984,0.23506881790773942,51.273,51.945,48.44433333333333,0.10173472761186214,48.223,48.586,43.732033333333305,0.12637031493659934,43.531,43.98,0.5930833333333333,0.04309008760396658,0.541,0.696,17.820150000000005,0.4010164130797167,17.169,18.577,1.2421833333333332,0.030365285524291553,1.188,1.304,59.76801666666668,24.075723234638335,0.0,81.847,3,100,0,130,1
158.65068833333348,14.587743973003533,143.01,190.9,107.83698666666629,46.48517889784531,0.0,166.52,1.7934546666666664,0.8994386736178788,0.0,10.969,0.0,0.0,0.0,0.0,8.836582499999968,0.023497160392433655,8.772,8.913,8.76294916666669,0.024051680395775456,8.698,8.839,6.6601116666666655,3.0186457769019372,0.0,20.343,9.760646666666666,0.01680751746375345,9.715,9.81,47.46976666666668,0.3448039662492917,46.773,47.855,51.996400000000015,0.24288702821389288,51.578,52.289,48.740183333333356,0.09506794923501534,48.57,48.855,44.044,0.0901871876352703,43.852,44.207,0.6039000000000001,0.030539055294902064,0.556,0.688,17.555983333333337,0.24519431876534586,17.201,18.142,1.2353166666666666,0.020384849530852064,1.21,1.282,60.096300000000035,24.155663721799865,0.0,81.559,3,100,0,130,1
158.59539833333267,14.590948388315121,143.06,190.8,107.76220716666668,46.43967914544024,0.0,157.73,1.8003541666666618,0.9016864609228685,0.0,10.727,0.0,0.0,0.0,0.0,8.815813666666632,0.0234060160390449,8.758,8.871,8.744519499999964,0.02359141183147017,8.683,8.801,6.648780000000005,3.00327222737459,0.0,19.874,9.741035,0.015468761401574122,9.699,9.794,47.75106666666668,0.332348442159204,47.031,48.109,52.313583333333334,0.20654513124965623,51.922,52.598,49.08618333333334,0.10270436289755266,48.832,49.258,44.30386666666665,0.10347348250600705,44.16,44.457,0.60335,0.03705690767967102,0.557,0.715,17.66436666666666,0.38784060882417587,17.042,18.492,1.256116666666667,0.029735609917658338,1.212,1.325,60.01890000000001,24.147032815367623,0.0,81.708,3,100,0,130,1
158.61717000000047,14.55944959421593,143.2,190.82,107.79408933333362,46.45350781058416,0.0,166.47,1.8004373333333341,0.9024232863264184,0.0,11.008,0.0,0.0,0.0,0.0,8.819560499999954,0.037630253951026406,8.735,8.916,8.75107483333339,0.03841209203850635,8.667,8.851,6.638245000000004,3.021041536996045,0.0,20.479,9.695861666666673,0.029994421249053414,9.635,9.769,48.02619999999999,0.339422480603426,47.363,48.453,52.58476666666666,0.21511860084469397,52.203,52.848,49.347150000000006,0.08558211935061098,49.23,49.516,44.498483333333326,0.07443834706738403,44.391,44.621,0.6186666666666666,0.03752995037488383,0.55,0.706,17.734166666666667,0.3297982519748243,17.132,18.265,1.2668833333333331,0.027960681635362958,1.224,1.317,59.94155000000003,24.103487877170707,0.0,81.57,3,100,0,130,1
158.57060333333317,14.533623365745553,143.11,190.89,107.73928499999984,46.43367296852217,0.0,160.49,1.7975006666666653,0.9029478326372459,0.0,10.992,0.0,0.0,0.0,0.0,8.829950666666585,0.023101634440183216,8.769,8.898,8.760344500000038,0.02343227827223598,8.7,8.825,6.644133333333335,2.9992769750130828,0.0,19.801,9.656905000000007,0.016149013160048045,9.611,9.708,48.27095,0.30974847231535246,47.617,48.625,52.84005000000001,0.20038652691608685,52.516,53.09,49.62603333333335,0.07298594400704131,49.422,49.75,44.66851666666666,0.07135171696689764,44.566,44.805,0.6307000000000004,0.029548753164208512,0.577,0.712,17.942616666666666,0.27155672327306185,17.556,18.426,1.2905,0.022023485153469365,1.263,1.333,60.1872,24.1850500655092,0.0,81.855,3,100,0,130,1
158.53252166666684,14.57453206185368,143.13,190.85,107.730178666667,46.396564034542976,0.0,166.6,1.7913808333333363,0.9023635764683001,0.0,10.883,0.0,0.0,0.0,0.0,8.833388333333271,0.0242344262388187,8.778,8.896,8.763845666666684,0.024939510375142603,8.704,8.828,6.636838333333332,3.0234938924573282,0.0,20.479,9.632158333333326,0.01703007054379887,9.586,9.686,48.49956666666666,0.3080935014727144,47.855,48.879,53.06208333333335,0.18946716469397795,52.738,53.309,49.856116666666665,0.07730154287640946,49.652,50.004,44.855266666666665,0.047635575178629014,44.762,44.965,0.6217333333333335,0.04110254504333701,0.566,0.723,17.955650000000002,0.1564768705494495,17.679,18.429,1.297683333333334,0.012867633376055029,1.271,1.332,60.08256666666666,24.143876620164324,0.0,81.893,3,100,0,130,1
158.50901166666603,14.524258742595698,143.43,190.8,107.73016933333359,46.418228578932876,0.0,160.16,1.7924931666666655,0.9030801102712688,0.0,11.062,0.0,0.0,0.0,0.0,8.825094499999933,0.023014651466265735,8.771,8.889,8.754625499999971,0.0234907688064876,8.698,8.818,6.632769999999998,3.0124419520754877,0.0,19.905,9.61686333333334,0.018019132538812932,9.553,9.666,48.71131666666664,0.2914825628803147,48.094,49.043,53.25635,0.18012065871219593,52.922,53.484,50.07588333333332,0.07378256917541161,49.922,50.25,45.05454999999999,0.06526177405298163,44.937,45.145,0.6250333333333333,0.026882649351546297,0.586,0.691,17.929516666666675,0.21736484143896248,17.438,18.486,1.302283333333333,0.017518118143135045,1.262,1.346,59.9592,24.147482362223567,0.0,82.106,3,100,0,130,1
158.444608333334,14.553910379384382,143.3,190.78,107.71205083333352,46.33807118676607,0.0,166.78,1.792617499999999,0.9098831223898036,0.0,11.266,0.0,0.0,0.0,0.0,8.81421100000003,0.02515722480706753,8.75,8.882,8.743425166666638,0.025206823757986926,8.678,8.814,6.634750000000003,3.024228479683518,0.0,20.479,9.606636666666667,0.01866016233368353,9.549,9.662,48.91953333333334,0.2960626632403546,48.289,49.293,53.4621,0.18692549952556306,53.117,53.687,50.26948333333335,0.06702883054547348,50.156,50.418,45.20803333333334,0.07799716784659737,45.094,45.316,0.6333000000000002,0.03195457581089503,0.588,0.722,17.960766666666668,0.31094150993212555,17.32,18.664,1.310466666666667,0.02372974009490522,1.258,1.367,60.04371666666667,24.149796417776624,0.0,81.508,3,100,0,130,1
158.33628166666787,14.571158669376935,143.27,190.7,107.59213533333364,46.28595031591616,0.0,164.56,1.73889516666666,0.8979750135893597,0.0,10.836,0.0,0.0,0.0,0.0,8.799729000000017,0.024461349484505155,8.735,8.884,8.73054949999997,0.02420631200066306,8.668,8.81,6.647124999999999,3.0189493644008607,0.0,20.318,9.595623333333352,0.01949276965964291,9.55,9.644,49.11003333333334,0.2897882316607071,48.504,49.453,53.673816666666646,0.1734225262152233,53.363,53.887,50.52234999999999,0.07289877472174845,50.332,50.609,45.32215000000001,0.04774076359333412,45.266,45.465,0.6361166666666666,0.032077285731292884,0.585,0.714,18.28901666666666,0.2381899606293949,17.792,18.656,1.3448,0.01898688217994874,1.299,1.375,60.35078333333334,24.27783903284644,0.0,81.84,3,100,0,130,1
158.26508666666751,14.603530076923416,141.47,190.79,107.51676166666678,46.27680121815207,0.0,165.65,1.7311759999999956,0.9036668466045853,0.0,10.695,0.0,0.0,0.0,0.0,8.796408833333379,0.023339261817002334,8.737,8.862,8.727123833333295,0.022887277467708304,8.674,8.8,6.6347916666666675,3.0053233884857584,0.0,20.479,9.574230000000012,0.01792519514635917,9.526,9.632,49.318749999999994,0.3082194147472198,48.68,49.629,53.870583333333336,0.19289799637541574,53.566,54.117,50.72119999999999,0.052723712222382035,50.582,50.762,45.49631666666665,0.0439180637970706,45.355,45.547,0.6377333333333333,0.042575900984392206,0.578,0.762,18.268216666666675,0.21178603622817743,17.692,18.711,1.3485833333333332,0.017485385342192832,1.299,1.38,60.21648333333334,24.194677983567605,0.0,81.898,3,100,0,130,1
158.25193833333446,14.616949138809769,142.96,190.76,107.48398466666728,46.285442157198624,0.0,166.47,1.740612833333339,0.8798815264106443,0.0,10.891,0.0,0.0,0.0,0.0,8.791438500000064,0.024679520474916276,8.729,8.861,8.722813999999943,0.02414947073587336,8.665,8.79,6.646880000000003,3.030619161123066,0.0,20.463,9.554103333333346,0.019211571070422085,9.496,9.611,49.495233333333346,0.27786201713255493,48.906,49.773,54.05959999999998,0.17259919280208813,53.766,54.273,50.91049999999998,0.07026354746022212,50.75,51.02,45.53816666666665,0.08199466015409376,45.344,45.719,0.6266999999999999,0.03138730176145136,0.585,0.723,18.6461,0.2715804778186447,18.152,19.08,1.3834166666666663,0.021994831185304774,1.342,1.419,60.43135,24.309403585280197,0.0,81.61,3,100,0,130,1
158.09042666666758,14.666449935490203,142.16,190.8,107.34845083333344,46.195964356771015,0.0,166.4,1.740557666666667,0.8851473852736795,0.0,10.969,0.0,0.0,0.0,0.0,8.781652500000034,0.022625120104873674,8.722,8.84,8.714268499999967,0.021928152720425146,8.653,8.776,6.641189999999994,3.0148965996217325,0.0,20.479,9.538199999999987,0.01872978041669011,9.479,9.606,49.66363333333331,0.30956913560223315,49.039,50.012,54.205583333333315,0.16710935135633292,53.863,54.418,51.065333333333335,0.0622538996577635,51.004,51.215,45.77081666666666,0.0561820562664598,45.602,45.887,0.63505,0.033062050035386086,0.587,0.72,18.258216666666662,0.2442124034986733,17.72,18.747,1.3594166666666667,0.02041044238109724,1.313,1.401,60.35935000000001,24.258142202417563,0.0,81.682,3,100,0,130,1
157.95073500000058,14.730955443707277,142.12,190.69,107.23488649999996,46.1463016439655,0.0,166.27,1.7349649999999892,0.8731472492053097,0.0,10.672,0.0,0.0,0.0,0.0,8.778931666666729,0.02314150496613327,8.718,8.84,8.71148149999995,0.022308987865281172,8.649,8.771,6.644685000000004,3.0192430585915218,0.0,20.479,9.530806666666662,0.01778716562554416,9.479,9.586,49.824416666666664,0.28580432393846117,49.203,50.16,54.384833333333304,0.1823937040493343,54.109,54.625,51.16253333333332,0.060547912577678636,51.02,51.281,45.79908333333333,0.04433894552642703,45.699,45.891,0.6339666666666663,0.03262159348624652,0.587,0.726,18.431566666666665,0.21218095624275612,17.957,18.852,1.3755666666666673,0.01678009986300523,1.339,1.408,60.39046666666666,24.295170591080804,0.0,82.119,3,100,0,130,1
157.95500000000015,14.731912458133612,141.9,190.69,107.22357700000005,46.152335790653396,0.0,166.24,1.7374009999999955,0.8747110489196895,0.0,11.195,0.0,0.0,0.0,0.0,8.770889500000042,0.02301702819684811,8.71,8.833,8.70426149999997,0.02219164698595682,8.648,8.767,6.6291100000000025,3.002399130495144,0.0,20.46,9.521891666666669,0.017415666499493852,9.474,9.568,49.928266666666644,0.2743447581560163,49.316,50.223,54.48656666666666,0.15112609693610676,54.199,54.691,51.35018333333333,0.04043680638643975,51.27,51.434,45.932249999999996,0.05498709401736555,45.77,45.98,0.6377833333333331,0.04868372214878282,0.582,0.804,18.57785,0.22680992004431486,18.179,19.129,1.3909333333333331,0.019999039524959787,1.351,1.44,60.146883333333335,24.189774519231115,0.0,81.951,3,100,0,130,1
157.9004283333332,14.74617224002507,142.15,190.72,107.17943700000008,46.131872936569614,0.0,165.95,1.7334390000000013,0.8717964591137968,0.0,10.695,0.0,0.0,0.0,0.0,8.763220000000079,0.022670904885367625,8.698,8.825,8.698755833333319,0.021913487082728555,8.637,8.755,6.624546666666667,3.003481459231737,0.0,20.253,9.505469999999992,0.019223379790008804,9.459,9.582,50.03428333333332,0.27277476221959207,49.465,50.383,54.60176666666668,0.16590862981270083,54.336,54.809,51.49528333333335,0.058609044152735046,51.418,51.641,46.07304999999999,0.0813411783055516,45.93,46.191,0.6265999999999999,0.03414932314389907,0.59,0.712,18.483833333333333,0.3005045568715471,17.841,19.137,1.3873000000000004,0.02372890677947789,1.341,1.433,60.064700000000016,24.1733318252903,0.0,82.523,3,100,0,130,1
157.96926166666685,14.734913697919806,141.93,190.63,107.24081533333329,46.16656574927443,0.0,166.38,1.7371579999999924,0.8689250294590839,0.0,11.117,0.0,0.0,0.0,0.0,8.758904833333359,0.023916816517343505,8.694,8.827,8.694084833333335,0.02340303941117845,8.63,8.756,6.641248333333332,3.01966701942077,0.0,20.479,9.495528333333334,0.019660198444922006,9.434,9.569,50.16913333333336,0.2751099297486873,49.574,50.473,54.722583333333326,0.16254650355885536,54.43,54.937,51.57951666666666,0.061326437373321926,51.5,51.77,46.08381666666666,0.06275929039650936,45.957,46.18,0.6342499999999999,0.03503926369089397,0.581,0.734,18.74293333333333,0.29117400393059084,18.223,19.409,1.408466666666667,0.023321239803850508,1.369,1.465,60.37018333333334,24.300011699440347,0.0,82.179,3,100,0,130,1
